ticker,event,event_start,event_end,plotted,pre_avg_daily_ret,event_total_ret,post_avg_daily_ret,n_days_pre,n_days_event,n_days_post
ZC=F,Russia_Ukraine_2022,2022-02-01,2022-03-15,True,0.000755407738780625,0.0008165248834970384,0.003275426381817474,20,30,20
AAPL,US_Elections_2020,2020-10-01,2020-12-15,True,-0.02052408677886928,0.012343869238278238,-0.0010910057334195186,20,53,20
AMZN,US_Elections_2020,2020-10-01,2020-12-15,True,-0.006230223647502498,-0.1377646544306752,-0.0014763486758248797,20,53,20
AUDUSD=X,US_Elections_2020,2020-10-01,2020-12-15,True,-0.002173067145282585,0.007679349636138921,0.001314090272321695,20,54,20
AXISBANK.NS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.002046564074928359,0.27051813944551917,0.006312572195637687,20,52,20
BAC,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0014118177338432831,-0.03564644965686181,0.0075869823694789795,20,53,20
BHARTIARTL.NS,US_Elections_2020,2020-10-01,2020-12-15,True,0.003967277967668445,-0.09294772027399878,0.004204642159899368,20,52,20
BRK-B,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0009967338562876,-0.0035138048822810353,0.0009650524468132868,20,53,20
BTC-USD,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0014707768860426935,0.3908556592134014,0.04403260784727432,20,76,20
BZ=F,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0024540505581755363,0.028730192710544555,0.00517283471061281,20,53,20
CL=F,US_Elections_2020,2020-10-01,2020-12-15,True,110195474875.39749,inf,-447813325388.1652,20,53,20
CVX,US_Elections_2020,2020-10-01,2020-12-15,True,0.0032699719284078493,-0.13938521529265313,0.0024884242270478978,20,53,20
DIS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0019424886048612449,0.29564123330806913,0.0015502704371122592,20,53,20
EURUSD=X,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0012565831587801086,0.006810888069890053,-0.0002771464878470531,20,54,20
GBPUSD=X,US_Elections_2020,2020-10-01,2020-12-15,True,-0.002405045196396458,-0.007873535418269184,-7.859432639939986e-05,20,54,20
GC=F,US_Elections_2020,2020-10-01,2020-12-15,True,-0.002418587852633005,-0.07436605356542003,-0.0018067934007721677,20,53,20
GLD,US_Elections_2020,2020-10-01,2020-12-15,True,-0.002061450356222606,-0.057755613842471076,-0.001103636550107328,20,53,20
GOOG,US_Elections_2020,2020-10-01,2020-12-15,True,-0.002871642272605086,-0.012152541752295742,-0.0015293290484163359,20,53,20
HDFCBANK.NS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0019985667792344086,0.2858304151581028,0.003082093693453935,20,52,20
HINDUNILVR.NS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.000515427564460058,-0.03153330991734715,-0.0017034677190766651,20,52,20
ICICIBANK.NS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0026192360623883974,0.18126531180947048,0.003336897349456565,20,52,20
INFY.NS,US_Elections_2020,2020-10-01,2020-12-15,True,0.00027036619726125466,0.26035606014681445,0.008675121557096351,20,52,20
ITC.NS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0012526250280738298,0.10018882321671296,-0.0032293956924946193,20,52,20
JNJ,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0020095713941220353,-0.038316892933625835,0.003324092664351655,20,53,20
JPM,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0015211359853544112,0.013384893306627399,0.01125034808216458,20,53,20
KO,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0015192016505960189,-0.007192052692689743,-0.00197110382843825,20,53,20
LT.NS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0006322545032281647,0.37812958919214745,0.00823636025850746,20,52,20
MA,US_Elections_2020,2020-10-01,2020-12-15,True,-0.005495957631692869,-0.0802701526677766,-0.0022421790787318014,20,53,20
MARUTI.NS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0016435792611488496,0.047111896848535784,0.0020537118503758155,20,52,20
META,US_Elections_2020,2020-10-01,2020-12-15,True,-0.005000929841830725,-0.13031275600710135,0.0007333309920892741,20,53,20
MSFT,US_Elections_2020,2020-10-01,2020-12-15,True,-0.007410568730049039,-0.08666455634705994,-0.0013063112848152873,20,53,20
NFLX,US_Elections_2020,2020-10-01,2020-12-15,True,-0.006849103036301434,-0.11156716507890552,-0.0014447859740580643,20,53,20
NG=F,US_Elections_2020,2020-10-01,2020-12-15,True,-0.01310976176445984,-0.1474083861894171,-0.003991447646507254,20,53,20
NVDA,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0046667383363977934,-0.11327654850398605,-0.0018763642865573277,20,53,20
NZDUSD=X,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0017356281872921888,0.0454996488108903,0.0009285370742962955,20,54,20
PFE,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0008897702782202997,0.013692370572850887,-0.0019500548597604626,20,53,20
PG,US_Elections_2020,2020-10-01,2020-12-15,True,-0.00042365674414303263,-0.05882723406103363,-0.0006532881453235373,20,53,20
RELIANCE.NS,US_Elections_2020,2020-10-01,2020-12-15,True,0.0017464523855296465,-0.06430321133395855,-0.0012852918811842493,20,52,20
SI=F,US_Elections_2020,2020-10-01,2020-12-15,True,-0.01312712344495981,-0.11724815299661107,-0.0022806706244529453,20,53,20
SUNPHARMA.NS,US_Elections_2020,2020-10-01,2020-12-15,True,-0.002928780482679764,-0.014421470623361188,0.001169165368166715,20,52,20
TCS.NS,US_Elections_2020,2020-10-01,2020-12-15,True,0.0011370622779738001,0.08147101047490568,0.011781175470232805,20,52,20
TSLA,US_Elections_2020,2020-10-01,2020-12-15,True,-0.022109436148415148,0.09781517968220088,0.004733324550533409,20,53,20
USDCAD=X,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0012441708826837635,0.0041987322187726495,-0.002166400686651706,20,54,20
USDCHF=X,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0006943597287351089,0.0011804972578881578,-0.0012698284731515312,20,54,20
USDINR=X,US_Elections_2020,2020-10-01,2020-12-15,True,-0.00057697199425776,-0.02267505302497186,-0.00026148239413859633,20,54,20
USDJPY=X,US_Elections_2020,2020-10-01,2020-12-15,True,-7.445544737266195e-05,-0.017276382161051318,-0.0001839962667315898,20,54,20
V,US_Elections_2020,2020-10-01,2020-12-15,True,-0.0037176541923752355,-0.034943152622127216,-0.0014193533918333025,20,53,20
XOM,US_Elections_2020,2020-10-01,2020-12-15,True,0.003908652421023183,-0.12479307606957968,0.006694601445574043,20,53,20
ZC=F,US_Elections_2020,2020-10-01,2020-12-15,True,0.005271364652915146,0.21406659956994578,0.017840754056419956,20,53,20
